Listing No.,Price,Superhost,Host listings count,Host identity verified,Distance,Accommodation type 1,Accommodation type 2,Accommodation type 3,Accommodation type 4,Entire home/apartment,Private room,Shared room,Accommodates,Bathrooms,Bedrooms,Real bed,Wireless Internet,Breakfast,Free parking,Instant bookable,Cancellation policy (Moderate plus strict),Smoking allowed,Required guest's profile picture,Required guest's phone verification,Reviews per year,Review scores for overall rating
2627,50.00,0,2,0,2.988680908,0,0,0,1,0,1,0,2,1,1,1,0,0,0,1,0,0,0,0,6.12,
2628,50.00,1,2,1,8.595610131,0,0,1,0,1,0,0,5,1,2,1,1,1,0,1,0,0,0,0,91.8,94
2629,50.00,0,6,0,0.52328664,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,1,0,0,42.72,96
2630,200.00,0,1,0,0.933236943,1,0,0,0,1,0,0,6,2,2,1,1,0,1,1,0,0,0,0,,
2631,30.00,0,1,0,3.740172659,0,0,1,0,0,1,0,3,1,1,1,1,1,1,0,0,1,0,0,,
2632,25.00,0,1,0,2.949681261,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,42.12,96
2633,55.00,0,1,0,3.301892932,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,3.48,
2634,25.00,1,2,0,5.907002222,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,17.4,100
2635,70.00,0,1,0,0.855711841,0,0,0,1,1,0,0,4,1,1,1,1,0,0,0,1,0,0,0,,
2636,90.00,0,1,0,3.650677762,0,0,1,0,1,0,0,6,1,0,1,1,0,1,1,0,0,0,0,35.04,74
2637,30.00,0,1,1,9.809854212,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,1,0,0,13.2,100
2638,25.00,1,1,1,8.237903622,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,93,97
2639,15.00,1,3,1,29.49560488,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,0,0,0,44.52,96
2640,80.00,0,1,0,17.04127863,0,0,0,1,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,30,100
2641,30.00,0,2,0,4.748694924,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,14.28,100
2642,60.00,1,1,1,2.690172119,0,0,1,0,1,0,0,5,1,2,1,1,0,1,1,0,0,0,0,149.52,96
2643,27.00,0,1,1,0.559012715,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,48.48,93
2644,35.00,0,4,1,6.803363489,1,0,0,0,1,0,0,3,1,2,1,1,0,0,0,1,0,0,0,19.44,90
2645,44.00,1,4,0,1.420468393,0,0,1,0,0,1,0,2,2.5,1,1,1,1,1,1,0,0,0,0,47.52,100
2646,50.00,0,1,0,12.43199165,0,0,1,0,0,1,0,4,2,2,1,1,1,1,1,1,0,0,0,20.76,100
2647,40.00,1,1,0,2.132462365,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,34.92,98
2648,45.00,0,1,0,3.991222859,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,52.68,92
2649,50.00,0,9,0,8.962851516,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,0,0,0,7.68,100
2650,65.00,0,53,0,2.980745985,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,1,0,0,0,37.92,90
2651,45.00,0,2,0,1.463627371,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,167.28,92
2652,124.00,0,8,0,3.298772866,1,0,0,0,1,0,0,7,2,3,1,1,0,0,1,1,0,0,0,9,100
2653,37.00,0,1,0,3.488321957,0,0,1,0,1,0,0,5,1,2,1,1,0,0,0,0,0,0,0,75.48,86
2654,99.00,1,4,0,1.402568307,0,0,1,0,1,0,0,6,2.5,3,1,1,1,1,0,0,0,0,0,34.56,100
2655,90.00,0,1,0,0.656812573,0,0,0,1,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,24,100
2656,89.00,0,1,0,1.748686985,1,0,0,0,1,0,0,4,1,2,1,1,0,0,1,1,0,0,0,31.56,94
2657,52.00,1,6,1,6.813626174,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,10.56,100
2658,34.00,1,4,0,1.416539474,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,0,0,0,0,67.08,100
2659,73.00,0,1,0,1.641557438,1,0,0,0,1,0,0,4,1,2,1,0,0,1,1,1,0,0,0,32.76,93
2660,45.00,0,1,0,0.988581837,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,9,80
2661,25.00,0,1,0,3.340522098,1,0,0,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,14.28,95
2662,18.00,0,1,0,2.495225059,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,79.2,94
2663,25.00,0,1,0,5.578699159,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,,
2664,489.00,0,1,0,15.06075068,0,0,1,0,1,0,0,4,1.5,4,1,0,0,1,1,0,1,0,0,,
2665,172.00,0,1,0,7.479883395,0,0,1,0,0,0,1,3,1,1,1,1,1,1,0,0,0,0,0,,
2666,44.00,0,1,0,8.962950403,0,0,1,0,1,0,0,5,1,2,1,1,0,1,1,0,0,0,0,,
2667,22.00,1,1,0,7.931892115,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,61.32,99
2668,85.00,0,1,0,1.075027257,1,0,0,0,1,0,0,4,1,2,1,0,0,1,1,1,0,0,0,,
2669,110.00,0,11,0,0.493872745,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,33.12,100
2670,44.00,0,1,0,2.844561548,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,29.28,100
2671,150.00,0,25,0,7.420070822,0,0,1,0,1,0,0,8,1.5,4,1,1,0,1,1,1,0,0,0,,
2672,110.00,0,1,0,3.063372405,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,21.12,100
2673,100.00,0,1,0,0.818703916,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,0,0,0,0,4.2,100
2674,350.00,0,9,1,14.97798894,0,0,1,0,1,0,0,10,4,6,1,1,0,1,1,1,0,0,0,,
2675,46.00,1,11,0,3.170724028,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,22.56,97
2676,42.00,0,1,0,3.832297158,0,0,1,0,0,1,0,3,1,1,1,1,0,0,1,1,0,0,0,33.12,100
2677,43.00,1,3,0,0.651158476,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,112.68,99
2678,50.00,0,2,0,0.660877755,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,1,0,0,0,72,87
2679,45.00,0,2,0,0.813884879,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,,
2680,30.00,0,2,1,4.949878206,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,27.72,95
2681,69.00,0,1,0,0.489583746,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,61.92,100
2682,45.00,0,1,0,3.852556626,1,0,0,0,1,0,0,2,1,1,1,1,0,1,1,1,0,0,0,54.36,80
2683,15.00,0,1,0,3.8946565,0,0,1,0,0,1,0,3,1,2,1,1,0,1,1,0,0,0,0,,
2684,60.00,0,9,0,3.215060523,0,0,1,0,0,1,0,5,1,1,1,1,0,1,1,0,0,0,0,20.76,80
2685,100.00,0,4,0,4.71965058,0,0,1,0,1,0,0,11,1,5,1,1,0,0,1,0,0,0,0,57.48,93
2686,45.00,0,1,0,9.809513904,0,0,1,0,1,0,0,4,1,2,1,0,1,1,0,1,0,0,0,72.72,83
2687,12.00,0,5,0,3.657906363,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,8.76,90
2688,39.00,0,2,0,1.539010678,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,1,0,0,126.84,92
2689,46.00,1,11,0,3.218668852,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,10.56,80
2690,200.00,0,7,0,1.907918152,0,0,1,0,1,0,0,6,2,3,1,1,0,1,0,1,0,0,0,26.04,84
2691,46.00,1,11,0,3.244569955,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,17.52,90
2692,35.00,0,2,0,6.416546529,0,1,0,0,0,1,0,2,1,2,1,1,1,0,1,1,0,0,0,4.08,80
2693,30.00,0,23,0,3.120923386,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,9,40
2694,42.00,0,4,0,3.7915805,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,,
2695,130.00,0,4,0,3.696483203,0,0,1,0,1,0,0,6,4,3,1,1,0,1,0,1,0,0,0,38.28,96
2696,34.00,0,1,0,5.27522594,1,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0,36,70
2697,35.00,0,2,1,13.13507747,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,30.6,98
2698,50.00,0,2,0,2.906308997,0,0,1,0,0,1,0,2,1,0,1,0,0,0,1,0,1,0,0,,
2699,58.00,0,3,0,3.927080105,1,0,0,0,1,0,0,6,1.5,1,1,1,0,1,1,0,0,0,0,5.4,20
2700,15.00,0,3,0,3.72266633,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,12.6,73
2701,15.00,0,2,1,16.11705418,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,17.4,75
2702,46.00,1,11,0,3.124020628,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,13.8,100
2703,19.00,0,1,0,4.361151237,1,0,0,0,0,1,0,3,1,1,1,1,0,1,0,1,0,0,0,14.4,100
2704,99.00,0,4,0,26.4951302,1,0,0,0,1,0,0,5,1,2,1,1,0,1,1,1,0,0,0,18,87
2705,20.00,1,1,0,3.525339109,0,0,1,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,58.56,100
2706,156.00,0,1,0,4.839552616,0,0,1,0,1,0,0,2,1,2,1,1,1,1,0,0,0,0,0,,
2707,71.00,1,6,0,4.485487815,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,12.12,100
2708,250.00,0,27,1,9.952157098,1,0,0,0,1,0,0,20,4,5,1,1,0,0,1,1,0,0,0,,
2709,30.00,0,1,1,5.630717388,0,0,1,0,0,1,0,2,1,1,1,0,0,0,1,1,0,0,0,41.52,100
2710,15.00,0,3,0,9.493655431,0,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,24.24,100
2711,23.00,0,3,0,1.782389527,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,4.44,100
2712,75.00,0,2,0,1.191233346,1,0,0,0,1,0,0,8,2,2,1,1,0,0,1,1,0,0,0,42.6,76
2713,50.00,0,1,0,4.112560186,0,0,1,0,1,0,0,3,1,2,1,1,0,0,1,1,0,0,0,24.6,100
2714,80.00,0,51,0,5.885100804,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,17.4,93
2715,35.00,0,1,0,3.820489259,0,0,1,0,0,1,0,2,1,0,1,1,1,1,0,0,0,0,0,15.84,100
2716,48.00,1,2,1,1.935185034,1,0,0,0,1,0,0,3,1,1,1,1,0,1,0,0,0,0,0,24,100
2717,55.00,1,3,1,0.953245192,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,36,100
2718,55.00,1,3,1,1.115393939,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,22.56,96
2719,69.00,0,1,1,0.884341867,1,0,0,0,1,0,0,2,1,1,1,1,0,1,1,1,0,0,0,20.04,95
2720,57.00,1,3,0,2.442536321,1,0,0,0,1,0,0,3,1,1,1,1,1,1,0,1,0,0,0,45.6,98
2721,75.00,0,4,0,26.3959767,1,0,0,0,1,0,0,2,1,1,1,1,0,1,1,1,0,0,0,,
2722,58.00,0,1,0,11.52850673,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,0,0,0,44.4,100
2723,100.00,0,23,0,6.503162952,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,7.32,100
2724,80.00,1,11,0,5.305455475,1,0,0,0,0,1,0,4,1,2,1,1,0,1,0,1,0,0,0,,
2725,55.00,0,23,0,5.865545541,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,0,0,,
2726,45.00,0,1,0,2.435924018,1,0,0,0,0,1,0,2,1,2,1,1,1,0,1,0,0,0,0,24.6,97
2727,39.00,1,1,0,0.981503491,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,64.08,98
2728,180.00,0,11,0,2.629967609,0,0,1,0,1,0,0,7,1.5,2,1,1,0,1,1,1,0,0,0,5.04,100
2729,60.00,0,3,0,2.91352727,1,0,0,0,1,0,0,6,2,2,1,1,0,0,1,1,0,0,0,17.76,73
2730,75.00,0,18,1,1.208277366,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,45,87
2731,85.00,0,1,0,7.875269746,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,34.32,100
2732,500.00,0,19,1,0.675819552,0,0,0,1,1,0,0,6,2,2,1,1,0,0,0,0,0,0,0,7.08,100
2733,62.00,0,1,0,4.985477951,0,0,1,0,1,0,0,8,1,3,1,1,1,1,1,0,0,0,0,29.4,
2734,250.00,0,1,0,15.13821999,0,0,1,0,1,0,0,11,2.5,5,1,1,0,0,0,1,0,0,0,,
2735,22.00,0,1,1,2.385100838,0,0,0,1,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,19.68,100
2736,15.00,1,2,1,5.463690884,0,0,1,0,0,1,0,2,2,1,1,1,0,0,1,1,0,0,0,10.56,100
2737,30.00,0,1,0,3.750331099,0,0,1,0,0,1,0,2,1,1,1,0,0,0,1,0,1,0,0,9.24,
2738,29.00,1,2,0,12.21597569,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,52.68,100
2739,17.00,0,1,0,10.74458671,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,31.56,97
2740,380.00,0,1,0,14.13365349,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,0,1,0,0,,
2741,25.00,0,3,0,3.863366835,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,,
2742,180.00,0,11,0,2.659977927,0,0,1,0,1,0,0,7,1.5,2,1,1,0,1,1,1,0,0,0,,
2743,75.00,0,2,0,6.407680675,0,0,0,1,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0,,
2744,45.00,1,1,0,12.51720033,0,0,1,0,1,0,0,4,1,2,1,1,0,0,1,0,0,0,0,46.92,98
2745,80.00,0,2,0,0.822687877,1,0,0,0,1,0,0,2,1,1,1,1,1,0,1,1,0,0,0,49.8,87
2746,75.00,0,1,1,0.907702678,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,,
2747,28.00,0,2,0,11.70155556,0,1,0,0,0,1,0,3,2,1,1,1,1,1,1,1,1,0,0,12,100
2748,230.00,0,1,0,13.32190253,0,0,1,0,1,0,0,6,2,3,1,1,0,1,1,0,0,0,0,42.36,100
2749,50.00,0,1,1,0.76800488,0,0,1,0,0,1,0,2,1.5,1,1,1,0,1,0,0,0,0,0,31.8,100
2750,30.00,1,3,0,1.821195934,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,24.36,100
2751,35.00,1,3,0,1.8873624,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,,
2752,49.00,0,9,1,4.548278518,1,0,0,0,1,0,0,2,1,0,1,1,1,1,1,1,0,0,0,12,100
2753,14.00,0,2,0,3.834091474,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,44.4,90
2754,25.00,0,1,0,4.241437656,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,9.72,100
2755,22.00,0,1,0,2.966737978,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,53.28,83
2756,180.00,0,11,0,1.65591931,0,0,1,0,1,0,0,7,1.5,2,1,1,0,1,1,1,0,0,0,12,100
2757,14.00,0,2,1,5.040061569,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,27.12,85
2758,17.00,0,1,0,5.674572817,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,1,0,0,45.84,100
2759,80.00,1,5,1,10.36414127,0,0,1,0,1,0,0,10,1,3,1,1,0,1,0,0,0,1,1,36,98
2760,26.00,0,23,0,9.137195716,0,0,1,0,0,1,0,2,2,1,1,0,0,0,1,1,0,0,0,8.52,40
2761,75.00,0,4,0,3.00128655,1,0,0,0,1,0,0,5,1,2,1,1,0,1,1,1,0,0,0,24.6,100
2762,25.00,0,2,0,3.465281726,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,14.4,70
2763,49.00,0,1,0,3.332709845,0,0,1,0,0,1,0,2,1,1,1,1,1,0,1,0,0,0,0,,
2764,30.00,0,1,1,3.440846299,0,0,1,0,0,1,0,3,1.5,1,1,1,1,1,1,0,0,0,0,27.72,93
2765,100.00,0,3,0,1.650622026,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,0,0,0,0,30,97
2766,298.00,0,21,1,5.513943996,0,0,1,0,0,1,0,4,0,0,1,0,1,0,1,0,0,0,0,,
2767,180.00,0,11,0,4.996133652,0,0,1,0,1,0,0,7,1,3,1,1,0,1,1,1,0,0,0,9.48,100
2768,163.00,0,21,1,5.381803026,0,0,1,0,0,1,0,4,0,0,1,0,1,0,1,0,0,0,0,,
2769,33.00,0,2,0,3.683109383,1,0,0,0,1,0,0,2,2,1,1,1,0,1,1,1,0,0,0,24,100
2770,350.00,0,5,0,1.825466205,1,0,0,0,1,0,0,6,2,2,1,1,1,1,1,1,0,0,0,,
2771,50.00,0,1,1,4.867777188,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,4.92,100
2772,60.00,0,2,0,0.924311531,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,12.24,70
2773,12.00,0,3,0,11.22347477,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,0,52.08,85
2774,89.00,0,2,0,3.052854198,1,0,0,0,1,0,0,4,1,2,1,1,1,1,0,1,0,0,0,35.28,100
2775,35.00,0,2,0,2.972370072,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,31.92,97
2776,75.00,0,1,0,6.280089881,0,0,1,0,1,0,0,3,1,2,1,0,1,0,0,0,0,0,0,,
2777,20.00,0,1,0,3.381117512,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,34.56,100
2778,100.00,0,1,0,3.67233364,1,0,0,0,0,1,0,4,1,0,1,1,0,1,1,0,0,0,0,8.52,
2779,50.00,1,1,1,0.385541276,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,83.88,99
2780,40.00,0,1,0,2.275483268,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,19.44,100
2781,29.00,1,4,0,1.298408021,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,0,0,0,0,106.92,100
2782,69.00,0,16,1,0.936408374,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,0,0,,
2783,39.00,0,9,1,1.067173556,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,12,100
2784,95.00,0,1,0,0.214739145,1,0,0,0,1,0,0,4,2,2,1,0,0,0,1,1,0,0,0,41.52,80
2785,120.00,0,1,1,0.696750439,1,0,0,0,1,0,0,5,1,2,1,1,0,0,0,1,0,0,0,33.36,100
2786,50.00,0,4,0,3.750524816,0,0,1,0,1,0,0,10,1,4,1,1,0,0,1,1,0,0,0,73.92,89
2787,55.00,0,2,0,14.34504369,0,0,0,1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,,
2788,79.00,1,1,0,6.078082906,0,0,1,0,1,0,0,8,1,3,1,1,1,1,0,0,0,0,0,76.32,99
2789,25.00,0,1,0,12.61239678,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,1,0,0,16.32,100
2790,79.00,1,2,1,0.414035774,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,49.44,97
2791,20.00,0,1,0,6.129929669,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,62.64,95
2792,65.00,0,1,0,16.70744323,0,0,1,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,7.08,100
2793,14.00,0,3,0,11.29955566,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,68.16,90
2794,28.00,0,2,0,12.70677523,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,17.16,100
2795,75.00,0,1,1,9.667655,1,0,0,0,0,1,0,2,1,1,1,0,0,1,1,0,0,0,0,20.4,100
2796,25.00,0,3,1,1.848949165,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,31.8,100
2797,50.00,0,1,0,17.95571122,0,1,0,0,0,1,0,4,5,2,1,1,1,1,1,0,0,0,0,,
2798,60.00,0,16,1,1.129520969,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,0,0,12.24,100
2799,119.00,0,16,1,1.050586669,1,0,0,0,1,0,0,6,1,1,1,1,0,0,1,1,0,0,0,,
2800,30.00,0,5,0,1.629316817,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,1,0,0,24,100
2801,135.00,0,3,1,6.771638558,0,0,0,1,1,0,0,4,2,2,1,1,1,1,1,0,0,0,0,6.96,100
2802,16.00,0,1,1,1.79858942,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,18.36,93
2803,45.00,1,4,0,6.155788048,1,0,0,0,1,0,0,4,1,0,1,1,0,1,1,1,0,0,0,186.72,96
2804,31.00,0,3,0,9.47583052,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,10.32,100
2805,80.00,0,1,0,5.093354359,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,47.4,100
2806,99.00,0,6,1,0.654320773,1,0,0,0,1,0,0,9,2,2,1,1,0,1,0,1,0,0,0,26.64,85
2807,48.00,1,2,1,9.772622635,0,0,0,1,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,64.44,100
2808,65.00,0,1,0,1.03923101,0,0,0,1,1,0,0,4,1,2,1,1,0,0,1,1,0,0,0,36,96
2809,20.00,1,4,0,3.204264646,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,12,80
2810,35.00,0,2,0,12.76605984,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,36,87
2811,23.00,0,1,0,3.084077367,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0,5.52,100
2812,49.00,0,1,0,1.450548268,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,37.92,100
2813,17.00,0,1,0,3.494311276,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,70.2,85
2814,20.00,0,2,0,4.319745496,0,0,1,0,0,1,0,2,2,1,1,1,1,0,1,0,0,0,0,67.08,89
2815,22.00,1,1,0,17.70321368,0,0,1,0,0,1,0,2,4,1,1,1,0,1,1,0,0,0,0,85.68,95
2816,125.00,1,3,1,3.873413905,0,0,1,0,1,0,0,8,1,4,1,1,0,0,1,1,0,0,0,55.44,94
2817,20.00,0,1,1,2.049519916,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,24.36,100
2818,27.00,1,3,0,2.310405909,1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,75.48,95
2819,20.00,0,3,0,9.615476825,0,1,0,0,0,1,0,2,2,1,1,1,0,1,1,0,1,0,0,30.48,96
2820,30.00,0,1,0,10.80502401,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,24,100
2821,40.00,0,1,0,11.56913112,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,27.72,100
2822,46.00,1,11,0,3.132785789,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,24,100
2823,75.00,0,1,0,0.771726109,0,0,0,1,1,0,0,4,1,1,1,1,0,0,0,1,0,0,0,19.44,90
2824,55.00,0,1,1,1.072814915,1,0,0,0,1,0,0,2,1,0,1,1,0,0,0,0,0,0,0,24.36,100
2825,118.00,0,1,1,7.179642208,0,0,1,0,1,0,0,6,1,3,1,1,0,0,1,1,0,0,0,24.36,100
2826,23.00,0,1,0,2.645435515,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,12,80
2827,60.00,0,2,1,0.856475015,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,1,0,0,0,38.16,80
2828,28.00,0,1,0,2.931176126,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,11.28,100
2829,35.00,0,1,0,0.78354607,1,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,57.36,88
2830,80.00,0,1,0,1.504793452,1,0,0,0,1,0,0,2,1,1,1,1,1,0,1,0,0,0,0,,
2831,32.00,0,2,0,5.437728971,0,0,1,0,0,1,0,2,1.5,1,1,1,0,0,1,0,0,0,0,14.16,80
2832,250.00,0,2,0,3.845635415,1,0,0,0,1,0,0,11,1,4,1,1,0,1,0,1,0,0,0,9.72,60
2833,28.00,0,1,0,1.710176294,1,0,0,0,0,1,0,3,1,1,1,1,1,1,1,0,0,0,0,8.04,80
2834,17.00,0,5,0,3.78304875,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,76.68,91
2835,20.00,0,4,0,3.374648721,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,,
2836,26.00,0,5,0,3.815460192,0,0,1,0,0,1,0,3,1,1,1,1,1,0,1,1,0,0,0,86.64,92
2837,40.00,0,1,1,6.272680507,1,0,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,,
2838,15.00,0,1,1,9.917472154,1,0,0,0,0,1,0,5,1,2,1,1,1,0,1,0,0,0,0,27,100
2839,75.00,0,1,0,1.189401561,1,0,0,0,1,0,0,8,2,2,1,1,0,0,1,1,0,0,0,12.6,70
2840,600.00,0,1,0,4.712086858,0,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,27.72,100
2841,50.00,0,2,0,4.819452966,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,5.4,100
2842,56.00,0,10,1,1.850713194,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,0,0,0,0,81.48,93
2843,25.00,0,2,0,1.508971705,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,87.12,88
2844,90.00,1,3,1,6.863330776,1,0,0,0,1,0,0,5,1,2,1,1,1,1,0,1,0,0,0,48,97
2845,37.00,0,2,1,13.05840907,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,,
2846,50.00,0,1,0,4.428346163,0,0,1,0,1,0,0,8,1,3,1,1,0,0,1,1,0,0,0,58.32,97
2847,50.00,0,2,0,11.3074297,0,0,1,0,1,0,0,7,1.5,3,1,1,1,1,1,0,0,0,0,28.44,93
2848,90.00,1,5,1,0.778265655,1,0,0,0,1,0,0,6,2,2,1,1,0,1,1,1,0,0,0,67.08,98
