Listing No.,Price,Superhost,Host listings count,Host identity verified,Distance,Accommodation type 1,Accommodation type 2,Accommodation type 3,Accommodation type 4,Entire home/apartment,Private room,Shared room,Accommodates,Bathrooms,Bedrooms,Real bed,Wireless Internet,Breakfast,Free parking,Instant bookable,Cancellation policy (Moderate plus strict),Smoking allowed,Required guest's profile picture,Required guest's phone verification,Reviews per year,Review scores for overall rating
1091,180.00,0,11,0,2.806444774,0,0,1,0,1,0,0,7,1.5,2,1,1,0,1,1,1,0,0,0,8.4,96
1092,55.00,0,2,1,1.361060353,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,60,94
1093,180.00,0,11,0,2.726256149,0,0,1,0,1,0,0,7,1.5,2,1,1,0,1,1,1,0,0,0,7.8,100
1094,25.00,1,1,0,3.310562265,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,39.72,99
1095,15.00,0,5,0,6.358623367,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,0,1.8,67
1096,160.00,1,2,1,14.13571776,0,0,1,0,1,0,0,13,2.5,6,1,1,0,1,0,1,0,0,0,15,99
1097,34.00,0,1,0,5.380690181,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,1,0,0,,
1098,50.00,0,1,1,8.950740316,1,0,0,0,1,0,0,2,1,1,1,1,1,1,0,0,0,0,0,2.52,100
1099,35.00,1,3,1,6.537779832,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,7.2,100
1100,50.00,0,2,1,2.467002646,0,0,1,0,0,1,0,2,2.5,1,1,1,0,1,0,1,0,0,0,23.16,92
1101,79.00,0,1,0,0.984063357,1,0,0,0,1,0,0,4,2,2,1,0,0,0,0,1,0,0,0,36.48,90
1102,50.00,0,1,1,3.883847919,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,,
1103,69.00,0,19,0,6.160093278,1,0,0,0,1,0,0,4,1,1,0,1,0,0,1,1,0,0,0,47.52,92
1104,32.00,1,1,1,3.052238934,1,0,0,0,0,1,0,2,1,0,1,1,0,0,0,1,0,0,0,50.4,96
1105,150.00,0,1,1,6.151453351,0,0,1,0,1,0,0,13,2,6,1,1,0,1,0,0,0,0,0,2.4,100
1106,25.00,0,1,0,1.065121803,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,53.52,93
1107,64.00,0,19,0,6.404787227,1,0,0,0,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,55.32,93
1108,40.00,0,1,1,1.291731801,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,28.32,78
1109,86.00,1,2,1,1.130897293,1,0,0,0,1,0,0,6,2,2,1,1,1,0,0,1,0,0,0,84.24,99
1110,40.00,0,1,0,3.312400279,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,34.56,89
1111,97.00,1,5,1,11.02009373,1,0,0,0,1,0,0,6,1,2,1,1,0,1,0,1,0,0,0,6.24,96
1112,77.00,0,1,0,1.769272506,1,0,0,0,1,0,0,4,1,1,1,0,0,0,1,1,0,0,0,6.6,100
1113,20.00,1,2,1,5.600221431,0,0,1,0,0,1,0,1,2,1,1,1,0,0,1,1,0,0,0,13.2,98
1114,43.00,0,1,0,7.975681894,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0.6,100
1115,77.00,1,5,1,12.61684254,0,0,1,0,1,0,0,6,1,4,1,1,0,0,0,1,0,0,0,8.28,91
1116,67.00,1,5,1,8.455238086,0,0,1,0,1,0,0,5,1,2,1,1,0,0,0,1,0,0,0,4.92,95
1117,130.00,0,2,0,1.383589009,1,0,0,0,1,0,0,6,2,2,1,1,0,1,1,1,0,0,0,15.24,96
1118,37.00,0,2,1,3.727177809,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,0,0,0,0,7.2,100
1119,30.00,0,1,0,2.989668237,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,0,0,0,0,15.36,93
1120,30.00,0,2,1,2.479457039,0,0,1,0,0,1,0,2,2.5,1,1,1,0,1,0,1,0,0,0,6,93
1121,35.00,0,1,0,10.6266695,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0.6,100
1122,18.00,0,1,1,17.8733431,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1.56,
1123,44.00,0,1,0,16.97740309,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,
1124,40.00,0,5,0,3.725525036,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,67.44,97
1125,27.00,0,5,1,3.741229999,0,0,1,0,0,1,0,4,3,1,1,1,0,0,1,1,0,0,0,35.04,91
1126,29.00,1,2,1,9.860885921,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,0,18.36,99
1127,89.00,0,1,0,6.399318557,1,0,0,0,1,0,0,6,1,2,1,1,0,1,1,1,0,0,0,124.32,93
1128,450.00,1,2,1,14.10190417,0,0,1,0,1,0,0,10,4.5,4,1,1,0,1,1,1,0,0,0,0.6,100
1129,75.00,0,1,0,3.708921305,1,0,0,0,1,0,0,4,2,2,1,0,0,1,0,0,0,0,0,,
1130,53.00,0,1,0,14.11384902,0,0,1,0,1,0,0,5,1,2,1,1,0,1,0,1,1,0,0,13.56,88
1131,43.00,0,1,0,15.91751757,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.6,100
1132,30.00,1,2,1,2.759776026,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,14.16,98
1133,109.00,0,3,1,4.209026018,0,0,1,0,1,0,0,8,1.5,4,1,1,0,1,1,1,0,0,0,4.92,83
1134,150.00,1,1,0,5.275496585,0,0,1,0,1,0,0,8,1.5,4,1,1,1,1,0,0,0,0,0,23.76,100
1135,120.00,0,2,0,0.281899559,0,0,0,1,1,0,0,2,1,0,1,1,0,0,1,1,0,0,0,32.04,98
1136,144.00,0,2,0,0.268917938,0,0,0,1,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,9,100
1137,75.00,0,3,0,0.633619552,1,0,0,0,1,0,0,4,1,1,1,0,0,0,1,0,0,0,0,9.84,90
1138,45.00,0,1,1,18.62221982,0,0,1,0,1,0,0,5,1,2,1,1,0,1,1,1,0,0,0,21.6,91
1139,85.00,1,2,1,12.12297377,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,21.24,99
1140,85.00,0,14,1,18.17545102,0,0,1,0,1,0,0,5,1,2,1,1,0,1,0,1,0,0,0,1.92,87
1141,20.00,0,6,0,3.997056541,0,0,1,0,0,0,1,3,1,1,1,1,0,1,1,1,0,0,0,11.52,91
1142,80.00,0,4,1,3.014412981,0,0,1,0,0,1,0,3,1,1,1,1,0,0,0,0,0,0,0,9.6,93
1143,30.00,0,1,0,6.131136712,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,3.24,100
1144,86.00,1,12,0,9.656063784,0,0,0,1,1,0,0,8,1,3,1,0,0,1,1,0,0,0,0,30.12,95
1145,22.00,0,1,0,24.03996158,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,18.36,95
1146,15.00,0,5,0,6.499267591,0,0,1,0,0,0,1,2,1,1,1,1,1,1,0,1,1,0,0,4.44,80
1147,20.00,0,6,0,3.898691864,0,0,1,0,0,0,1,4,1,1,1,1,0,1,1,1,0,0,0,4.92,95
1148,15.00,0,5,0,6.430607201,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,1,0,0,8.64,82
1149,27.00,1,1,0,3.360325196,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,78.84,99
1150,70.00,1,1,0,20.64522348,0,0,0,1,1,0,0,3,2,2,1,1,0,1,1,1,0,0,0,22.2,97
1151,40.00,0,1,1,0.74448637,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,17.88,99
1152,25.00,1,1,1,4.177662596,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,0,1,0,0,0,87.72,97
1153,59.00,1,3,1,5.798071002,0,0,1,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,27.6,98
1154,120.00,0,2,1,2.883030069,0,0,1,0,1,0,0,8,1.5,3,1,1,0,1,1,1,0,0,0,46.2,93
1155,17.00,0,2,0,3.003835605,1,0,0,0,0,1,0,2,1.5,1,1,1,0,0,0,1,0,0,0,14.04,88
1156,59.00,0,2,1,13.27314977,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,10.68,100
1157,55.00,0,1,0,2.342761168,1,0,0,0,1,0,0,4,1,2,1,1,0,1,1,1,0,0,0,4.32,73
1158,120.00,1,1,1,0.437107505,1,0,0,0,1,0,0,4,1,2,1,1,1,0,0,1,0,0,0,29.28,98
1159,65.00,0,5,1,3.440557827,0,0,1,0,0,1,0,4,2,2,1,1,0,1,0,0,0,0,0,17.28,96
1160,150.00,0,5,1,3.465477298,0,0,1,0,0,1,0,6,2,3,1,1,0,1,0,0,0,0,0,12.84,99
1161,77.00,0,19,0,0.782460922,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,0,38.52,99
1162,45.00,0,1,0,10.23860585,1,0,0,0,0,1,0,1,,1,1,0,0,0,0,0,0,0,0,,
1163,30.00,0,1,0,12.70375154,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,,
1164,31.00,0,1,1,6.344999265,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1.44,100
1165,25.00,0,1,0,4.342327832,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,1,0,0,4.44,100
1166,44.00,0,1,0,10.47562843,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,,
1167,32.00,0,1,1,5.476201503,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,12,100
1168,45.00,0,1,0,8.726279785,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.72,100
1169,50.00,0,2,0,7.600798489,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,3.36,96
1170,16.00,0,3,0,4.99391287,0,0,1,0,0,1,0,2,2.5,1,1,1,1,1,1,1,0,0,0,13.92,92
1171,15.00,0,3,0,5.062752144,0,0,1,0,0,1,0,1,2.5,1,1,1,1,1,1,1,0,0,0,11.88,94
1172,30.00,1,1,0,2.790379236,0,1,0,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,80.76,97
1173,51.00,0,1,0,1.78075392,1,0,0,0,1,0,0,2,1,1,1,1,1,1,1,1,0,0,0,58.08,88
1174,39.00,1,1,0,5.799996056,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,15.96,97
1175,74.00,0,2,0,3.204660801,1,0,0,0,1,0,0,7,1,2,1,1,0,1,1,1,0,0,0,19.2,95
1176,48.00,0,1,0,0.555353804,0,0,1,0,0,1,0,2,1.5,1,1,1,1,0,0,0,0,0,0,,
1177,40.00,1,1,0,1.288947546,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,27,99
1178,30.00,0,4,0,1.58703421,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,1.92,100
1179,40.00,0,1,1,1.225977573,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,76.8,91
1180,28.00,0,2,0,8.844613061,1,0,0,0,0,1,0,2,1,1,1,1,0,1,0,0,0,0,0,2.64,100
1181,60.00,0,2,0,5.395488801,1,0,0,0,1,0,0,4,1,2,1,1,0,1,0,1,0,0,0,3.24,100
1182,100.00,0,5,1,2.861056002,1,0,0,0,1,0,0,4,2,2,1,1,0,0,1,0,0,0,0,74.28,94
1183,80.00,1,5,1,3.438497638,1,0,0,0,1,0,0,5,1.5,2,1,1,0,1,0,1,0,0,0,23.04,100
1184,59.00,0,13,0,0.771922218,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,1,0,0,70.08,89
1185,77.00,1,1,1,1.402325021,0,0,0,1,1,0,0,3,1,1,1,1,0,0,0,1,0,0,0,186.12,99
1186,80.00,0,3,1,0.552469102,1,0,0,0,1,0,0,2,1,1,1,0,1,0,0,1,0,0,0,5.76,91
1187,35.00,0,1,0,1.386027077,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,,
1188,71.00,0,1,1,0.892781255,1,0,0,0,1,0,0,5,2,2,1,1,0,0,0,1,0,0,0,61.8,94
1189,194.00,0,21,1,2.625628942,0,0,0,1,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,6.12,97
1190,33.00,0,1,0,9.137175569,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,15.6,100
1191,45.00,0,1,0,11.48464552,0,1,0,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,0.72,100
1192,20.00,1,2,0,26.41679657,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,0,0,0,0,21.84,99
1193,17.00,1,2,0,26.40535747,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,26.04,99
1194,320.00,0,2,1,2.693546559,0,0,1,0,1,0,0,10,2.5,4,1,1,0,1,1,1,0,0,0,4.92,83
1195,75.00,0,1,0,0.603002189,0,0,0,1,1,0,0,4,1,1,1,1,0,1,1,0,0,0,0,,
1196,350.00,0,2,0,3.612425314,1,0,0,0,1,0,0,4,2.5,2,1,1,0,0,0,0,0,0,0,1.44,100
1197,16.00,0,2,1,2.962484033,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,14.52,92
1198,59.00,1,2,0,1.93127899,1,0,0,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,15.84,99
1199,20.00,0,1,1,6.162873326,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,40.44,93
1200,20.00,0,3,1,3.06445823,0,0,1,0,0,1,0,1,1.5,1,1,1,0,0,0,0,0,0,0,81.48,92
1201,40.00,0,1,1,4.328670861,0,0,1,0,0,1,0,2,1,0,1,1,1,1,1,0,0,0,0,,
1202,35.00,0,1,1,2.065039699,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,11.16,100
1203,35.00,0,1,0,13.12861916,0,0,1,0,0,1,0,2,1,2,1,1,1,0,0,0,0,0,0,,
1204,99.00,1,2,0,1.709937008,1,0,0,0,1,0,0,4,2,2,1,1,0,0,0,1,0,0,0,4.92,100
1205,35.00,0,14,0,0.8963896,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,1,0,0,21.6,88
1206,51.00,1,1,1,7.976794395,0,0,0,1,1,0,0,2,1,0,0,1,0,0,1,0,0,0,0,37.92,97
1207,35.00,1,3,1,0.35479226,1,0,0,0,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,97.68,93
1208,29.00,0,1,0,2.428181811,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,85.32,96
1209,20.00,1,1,0,5.621592005,0,0,1,0,0,1,0,2,1.5,1,0,1,1,0,0,1,0,0,0,10.2,100
1210,20.00,0,1,0,9.650228604,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,3.36,96
1211,40.00,1,2,1,7.103087885,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,9.96,100
1212,15.00,1,3,0,3.876126293,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,54.36,99
1213,18.00,0,1,1,9.97851435,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,17.28,91
1214,119.00,0,3,1,0.193905116,1,0,0,0,1,0,0,6,1,2,1,1,0,0,1,1,0,0,0,7.2,85
1215,30.00,1,1,1,8.626525824,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,41.76,100
1216,25.00,1,1,0,11.74849702,0,0,1,0,0,1,0,2,1.5,1,1,1,0,0,0,0,0,0,0,17.4,99
1217,35.00,1,2,1,6.798100733,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,10.08,95
1218,54.00,0,1,0,7.682691488,1,0,0,0,1,0,0,2,1,1,1,0,0,1,0,0,0,0,0,0.72,
1219,65.00,0,2,1,2.262704505,1,0,0,0,1,0,0,6,1,2,1,1,0,0,0,1,0,0,0,28.92,99
1220,25.00,1,2,1,5.429639928,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,10.68,99
1221,33.00,1,3,1,6.538063976,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,63.72,99
1222,60.00,1,1,1,29.70018621,1,0,0,0,1,0,0,3,1,2,1,1,0,1,0,1,0,0,0,21.12,99
1223,109.00,0,3,1,2.815755929,0,0,1,0,1,0,0,8,2,4,1,1,0,1,1,1,0,0,0,20.4,89
1224,50.00,0,5,1,2.920003225,1,0,0,0,1,0,0,6,2,2,1,1,0,0,1,0,0,0,0,28.68,90
1225,66.00,1,6,1,6.742416277,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,0,0,0,0,22.8,95
1226,200.00,1,1,0,1.210124642,1,0,0,0,1,0,0,4,2,2,1,1,1,1,0,0,0,0,0,8.76,100
1227,100.00,0,1,0,0.49190731,1,0,0,0,1,0,0,4,2.5,2,1,1,0,1,0,0,0,0,0,34.08,99
1228,69.00,1,12,0,12.93658725,0,0,0,1,1,0,0,8,1,3,1,0,0,0,0,0,0,0,0,2.04,100
1229,80.00,1,1,1,1.586517772,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,8.4,100
1230,15.00,1,4,1,1.547733142,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,15.12,99
1231,45.00,0,1,0,4.134197322,1,0,0,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1.56,100
1232,10.00,1,4,1,1.550214938,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,18.72,98
1233,500.00,0,1,0,0.420364633,1,0,0,0,1,0,0,7,2,2,1,1,0,1,1,1,0,0,0,,
1234,45.00,1,5,0,8.793201868,0,0,1,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,9.6,98
1235,80.00,0,2,1,1.688033063,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,106.08,95
1236,55.00,0,1,1,2.534067311,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,27.48,96
1237,79.00,1,1,0,5.624247811,0,0,0,1,1,0,0,2,1,1,1,1,1,0,0,1,0,0,0,15.12,100
1238,99.00,0,4,1,0.893433131,1,0,0,0,1,0,0,4,2,2,1,1,1,0,0,1,0,0,0,0.84,80
1239,15.00,1,3,0,3.873499947,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,50.28,98
1240,20.00,0,1,1,7.592298065,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,4.8,100
1241,35.00,0,1,0,1.684372299,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,,
1242,89.00,0,1,1,4.141249675,0,0,1,0,1,0,0,6,1.5,3,1,1,0,0,0,1,0,0,0,9.12,88
1243,28.00,0,2,0,5.229162843,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,22.8,98
1244,40.00,0,1,0,1.336943603,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,1,0,0,56.64,94
1245,35.00,0,4,0,1.531008138,1,0,0,0,0,1,0,2,1,1,1,1,1,0,1,1,0,0,0,14.16,95
1246,40.00,0,1,0,0.948689347,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,13.44,98
1247,20.00,0,2,0,5.171742762,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,55.68,98
1248,72.00,1,5,1,0.739345571,1,0,0,0,1,0,0,2,1,1,1,1,0,0,1,1,0,0,1,13.32,95
1249,50.00,1,3,1,4.941197459,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,16.56,100
1250,25.00,1,1,0,12.17714923,0,0,1,0,0,1,0,2,1,1,1,0,1,0,0,0,0,0,0,10.56,100
1251,59.00,0,0,0,12.86361394,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,0,0,0,0,20.64,98
1252,27.00,0,2,0,12.87947628,0,0,1,0,0,1,0,2,1,1,1,1,0,1,1,1,1,0,0,11.64,89
1253,30.00,0,1,0,5.503240268,0,0,1,0,0,1,0,2,1.5,1,1,1,0,0,0,1,0,0,0,2.04,90
1254,38.00,0,1,0,11.8118909,0,0,1,0,0,1,0,2,1,1,1,1,0,1,0,1,0,0,0,19.8,99
1255,60.00,0,3,1,2.955444715,0,0,1,0,1,0,0,3,1.5,2,1,1,0,1,1,0,0,0,0,28.68,90
1256,65.00,0,10,0,1.152336857,1,0,0,0,1,0,0,8,2,2,1,1,0,0,0,1,0,0,0,17.88,78
1257,375.00,0,1,0,3.682981034,0,0,1,0,1,0,0,16,1.5,5,1,1,1,0,0,1,0,0,0,10.44,87
1258,79.00,0,1,1,1.378369653,1,0,0,0,1,0,0,4,2,2,1,1,0,1,0,1,0,0,0,5.28,65
1259,79.00,0,1,0,2.280533617,1,0,0,0,1,0,0,4,1,2,1,1,0,0,0,1,0,0,0,23.28,77
1260,75.00,0,19,0,3.597159124,0,0,1,0,1,0,0,6,1,2,1,1,0,0,1,1,0,0,0,40.8,95
1261,60.00,0,1,0,0.762716515,1,0,0,0,1,0,0,4,1,1,1,1,0,0,1,1,0,0,0,49.08,94
1262,35.00,0,2,0,3.035994396,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,0,0,0,0,7.68,96
1263,15.00,1,2,1,3.983681592,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,18.48,96
1264,15.00,0,1,0,4.723427623,0,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,31.56,88
1265,16.00,0,1,1,3.731003675,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,1,1,0,0,0,30.84,97
1266,25.00,1,1,1,4.65275494,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,11.76,99
1267,75.00,1,3,0,10.29888185,1,0,0,0,1,0,0,5,1,3,1,1,1,1,1,0,0,0,0,24.96,98
1268,22.00,0,1,1,3.846328568,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,0,1,0,0,23.64,100
1269,79.00,1,1,1,1.14392077,1,0,0,0,1,0,0,4,1,1,1,1,0,0,0,1,0,0,0,41.16,98
1270,26.00,1,2,0,5.283294744,1,0,0,0,0,1,0,2,1,1,1,1,1,0,0,0,0,0,0,22.08,99
1271,25.00,0,2,0,4.145350514,0,0,1,0,0,1,0,5,1.5,1,1,1,0,1,1,1,0,0,0,83.4,92
1272,130.00,0,1,0,6.725159912,0,0,1,0,1,0,0,6,1,3,1,1,1,1,0,1,0,0,0,9.84,100
1273,99.00,0,6,1,0.671910795,1,0,0,0,1,0,0,8,2,2,1,1,0,1,0,1,0,0,0,35.52,96
1274,50.00,0,2,0,14.37557776,0,0,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,10.92,83
1275,120.00,1,1,1,0.750628947,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,1,0,0,0,28.8,100
1276,49.00,0,1,0,4.024768165,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,15.24,81
1277,50.00,0,1,0,22.76763721,0,0,1,0,1,0,0,5,1,2,1,1,0,1,1,0,0,0,0,8.4,93
1278,85.00,0,8,0,17.614683,1,0,0,0,1,0,0,4,1,1,1,1,0,1,1,1,0,0,0,4.08,60
1279,28.00,0,1,1,0.829921449,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,0,0,0,0,47.04,89
1280,100.00,0,1,1,11.85909462,0,0,0,1,1,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0.96,100
1281,190.00,1,6,0,7.167905617,1,0,0,0,1,0,0,5,1,2,1,1,0,1,1,1,0,0,0,2.76,100
1282,124.00,0,22,0,0.771985573,1,0,0,0,1,0,0,16,2,3,1,1,0,0,0,1,0,0,0,47.04,88
1283,59.00,0,2,0,15.118396,0,0,1,0,0,0,1,2,2,1,1,0,0,0,1,0,0,0,0,,
1284,49.00,1,2,1,13.677042,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,0,0,0,14.52,99
1285,54.00,1,6,1,6.656328224,1,0,0,0,1,0,0,2,1,1,1,1,0,1,0,1,0,0,0,8.52,98
1286,30.00,1,1,0,3.17460835,0,0,1,0,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,10.2,98
1287,105.00,0,3,1,6.870811274,0,0,0,1,1,0,0,4,1,1,1,1,1,1,1,1,0,0,0,24.36,99
1288,40.00,0,1,1,9.531014717,0,0,1,0,0,1,0,2,1.5,1,1,1,1,1,1,0,1,0,0,2.4,70
1289,25.00,0,1,1,2.652661075,0,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1.56,100
1290,25.00,0,1,0,3.122316966,0,0,1,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,18.24,97
1291,72.00,1,2,1,6.887804453,0,0,0,1,1,0,0,6,2.5,2,1,1,0,1,0,1,0,0,0,26.28,100
1292,25.00,1,1,0,13.92694744,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,36.96,100
1293,25.00,0,1,0,5.434427309,0,0,1,0,0,1,0,4,1,1,1,1,1,0,0,1,0,0,0,,
1294,25.00,0,4,0,17.41304253,0,0,0,1,0,1,0,2,1,1,1,0,0,1,1,0,0,0,0,4.8,50
1295,50.00,0,3,1,4.049291072,1,0,0,0,1,0,0,4,1,1,1,1,0,1,0,1,0,0,0,8.4,91
1296,22.00,0,4,0,17.44802316,0,0,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0,,
1297,200.00,1,3,0,10.40635288,0,0,1,0,1,0,0,16,2.5,5,1,1,0,1,1,1,0,0,0,11.4,100
1298,37.00,1,1,0,2.000997812,1,0,0,0,0,1,0,2,1,1,1,1,0,0,1,1,0,0,0,38.4,96
1299,49.00,1,1,1,0.417487926,1,0,0,0,1,0,0,2,1,1,1,0,0,0,0,1,0,0,0,58.92,99
1300,200.00,0,2,1,0.96116437,1,0,0,0,1,0,0,7,2,3,1,1,0,1,0,1,0,0,0,13.68,95
1301,13.00,0,3,1,1.558929039,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,0,0,0,0.84,100
1302,25.00,1,6,1,2.383960882,0,0,1,0,0,1,0,2,1,1,1,1,1,1,1,1,0,0,0,27.6,99
1303,20.00,0,2,0,2.9396731,1,0,0,0,0,1,0,2,1.5,1,1,1,0,0,1,1,0,0,0,31.56,89
1304,55.00,0,1,0,1.96466746,1,0,0,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,0,6.96,98
1305,35.00,1,4,1,5.383860289,0,0,1,0,0,1,0,2,2,1,1,1,0,0,1,1,0,0,0,2.64,100
1306,350.00,0,19,1,0.670190933,0,0,0,1,1,0,0,6,2,2,1,1,0,0,0,0,0,0,0,1.2,80
1307,25.00,0,1,0,15.53331898,0,0,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,0,0,4.08,96
1308,50.00,0,2,0,3.759780548,1,0,0,0,1,0,0,2,2,1,1,1,0,1,1,0,0,0,0,2.88,95
1309,35.00,1,1,1,1.170053471,1,0,0,0,0,1,0,2,1,1,1,1,0,1,1,1,0,0,0,24,96
